2021-03-31,0.061,0.084,0.108,0.494,0.737,1.262,1.631,1.789,2.148,2.522,2.728,3.7845306,4.060068,4.4756327,5.713292,6.544421,7.8377,8.204216,#N/A,9.2357,9.395283,0.06,0.09,0.16,0.2609,0.49,0.912,1.0241,1.1546,1.2814,1.3874,1.5227,1.5785,1.891,1.9945,-0.7952,-0.7952,-0.728,-0.754,-0.733,-0.645,-0.566,-0.487,-0.279,-0.027,-0.019,2.3803785,2.4149187,2.467012,2.577427,2.8294,2.8215,3.0708,3.015,3.1738,3.2142,#N/A,3.7517,-0.6,-0.641,-0.632,-0.648,-0.698,-0.727,-0.692,-0.631,-0.598,-0.531,-0.458,-0.38,-0.297,-0.008,-0.01,0.097,0.248,0.026405154,0.028206943,0.033762626,0.005,0.087,0.188,0.149,0.379,0.521,0.61,0.769,0.866,0.826,0.955,1.192,1.33,1.351,1.368,1.186,3.328,3.4683,#N/A,4.5205,5.966,6.2175,6.326,6.579,6.7945,6.7925,-0.095,-0.106,-0.1236,-0.1204,-0.1484,-0.1264,-0.0925,-0.0714,-0.0361,0.0058,0.0408,0.0878,0.2829,0.4709,0.584,0.6609,0.7119,4.0823803,4.16245,4.3325496,4.7423,4.926,5.6077,5.6879,5.9466,6.1928,6.8333,7.6948,7.7892,0.015,0.01,0.025,#N/A,0.0325,0.0675,0.1603,0.3431,0.936,1.4112,1.7378,2.3242,2.4218
2021-04-30,0.067,0.079,0.101,0.452,0.691,1.188,1.535,1.69,2.039,2.453,2.668,4.0742364,4.321583,4.69463,5.679962,7.159987,7.919582,7.945375,8.639219,9.046817,9.210778,0.07,0.11,0.2,0.3005,0.48,0.8218,0.9394,1.1029,1.228,1.3377,1.4887,1.5511,1.9393,2.0856,-0.8022,-0.8022,-0.764,-0.73,-0.697,-0.6,-0.534,-0.443,-0.217,0.014,0.034,2.0422447,2.0974855,2.1807992,2.329315,2.7323,2.7599,2.9798,2.9479,3.1204,3.1826,#N/A,3.7166,-0.628,-0.626,-0.628,-0.651,-0.692,-0.688,-0.647,-0.58,-0.465,-0.372,-0.378,-0.295,-0.206,0.08,0.083,0.193,0.344,0.045313653,0.055502247,0.057220012,0.031,0.074,0.19,0.166,0.389,0.531,0.618,0.769,0.865,0.836,0.964,1.183,1.304,1.348,1.338,1.127,3.3199,3.4507,#N/A,4.3905,5.778,6.097,6.2035,6.4845,6.778,6.791,-0.1,-0.105,-0.1348,-0.126,-0.1418,-0.1328,-0.0986,-0.0758,-0.0352,-0.0062,0.0388,0.0888,0.2799,0.4569,0.557,0.6569,0.7029,4.061897,4.1524367,4.372566,4.6869,4.9402,5.5671,5.6607,5.9497,6.2815,6.9004,7.8098,7.8898,0.01,0.02,0.015,#N/A,0.03,0.05,0.1564,0.3351,0.8541,1.318,1.6331,2.1852,2.3049
2021-05-28,0.01,0.056,0.06,0.438,0.822,1.157,1.499,1.655,2.143,2.42,2.646,4.765098,4.9784575,5.300246,6.052251,7.328911,7.932567,7.891799,8.569009,8.955729,9.215888,0.09,0.12,0.2,0.3213,0.51,0.7949,0.9073,1.0598,1.1782,1.285,1.4199,1.4799,1.8959,2.0341,-0.7988,-0.7988,-0.762,-0.726,-0.677,-0.574,-0.503,-0.383,-0.172,0.11,0.145,2.1850324,2.2234674,2.2814345,2.421942,2.7269,2.7142,2.9202,2.9115,3.0354,3.1081,#N/A,3.6375,-0.629,-0.63,-0.633,-0.662,-0.663,-0.671,-0.626,-0.556,-0.436,-0.346,-0.35,-0.265,-0.169,0.132,0.128,0.239,0.39,0.048887596,0.0524772,0.057589665,0.031,0.051,0.152,0.224,0.332,0.475,0.568,0.729,0.829,0.794,0.921,1.146,1.283,1.321,1.302,1.121,3.3998,3.5996,#N/A,4.34,5.7725,6.0315,6.1955,6.48,6.791,6.8815,-0.105,-0.105,-0.126,-0.1362,-0.137,-0.127,-0.1001,-0.081,-0.0421,-0.0201,0.0219,0.0786,0.2674,0.4494,0.562,0.6744,0.7154,4.07,4.1819625,4.502113,4.7337,4.9498,5.7446,5.8014,6.0873,6.2996,6.6443,7.4972,7.5881,0,0.01,0.0125,#N/A,0.0325,0.0425,0.1368,0.2872,0.7899,1.25,1.5824,2.1768,2.2621
2021-06-30,-0.013,0.063,0.416,0.658,0.836,1.168,1.456,1.534,1.895,2.128,2.283,5.657986,5.837347,6.1078587,6.643001,7.716226,8.187495,8.182439,8.65934,8.93181,9.217862,0.14,0.15,0.23,0.4442,0.65,0.8805,0.9758,1.0881,1.1554,1.2314,1.3384,1.3958,1.7109,1.8427,-0.8096,-0.8096,#N/A,-0.741,-0.723,-0.632,-0.56,-0.446,-0.241,0.025,0.045,2.1727753,2.2181313,2.2865374,2.427811,2.694,2.742,2.92,2.9135,3.0943,3.1267,#N/A,3.6884,-0.647,-0.646,-0.633,-0.661,-0.673,-0.682,-0.648,-0.585,-0.476,-0.401,-0.362,-0.298,-0.205,0.054,0.03,0.139,0.288,0.039205976,0.045133412,0.044526737,0.014,0.046,0.167,0.236,0.324,0.436,0.52,0.652,0.747,0.714,0.835,1.059,1.202,1.243,1.225,1.061,3.4679,3.72,3.8898,4.53,5.92,6.125,6.2615,6.509,6.9825,7.0345,-0.096,-0.098,-0.1213,-0.1157,-0.1283,-0.1283,-0.1036,-0.0863,-0.0669,-0.0409,0.0041,0.0588,0.2471,0.4421,0.571,0.6881,0.7675,4.2992406,4.4024014,4.442423,5.4073,5.5614,6.1457,#N/A,6.3894,6.8492,6.966,7.511,7.5505,0.04,0.05,0.05,#N/A,0.06,0.0725,0.2506,0.4524,0.8782,1.2196,1.4495,1.9943,2.0638
2021-07-30,-0.015,0.012,0.247,0.454,0.593,0.866,1.114,1.181,1.577,1.856,2.045,6.5206013,6.691834,6.950086,7.376764,8.401352,8.855596,#N/A,9.23521,9.437655,9.717472,0.15,0.17,0.27,0.4581,0.54,0.7357,0.8098,0.9,0.9762,1.0411,1.1448,1.2027,1.609,1.7585,-0.796,-0.796,#N/A,-0.736,-0.756,-0.728,-0.683,-0.559,-0.376,-0.158,-0.154,2.0517766,2.0815191,2.14393,2.219018,2.4639,2.5241,2.6408,2.6583,2.8291,2.8502,#N/A,3.4595,-0.639,-0.653,-0.649,-0.707,-0.762,-0.816,-0.8,-0.738,-0.693,-0.627,-0.599,-0.534,-0.453,-0.187,-0.225,-0.125,0.028,0.03018399,0.033964504,0.03330344,0.028,0.054,0.155,0.193,0.268,0.354,0.417,0.517,0.595,0.57,0.674,0.871,0.986,1.018,0.994,0.806,3.388,3.5298,#N/A,4.293,5.8605,6.071,6.322,6.535,7.1075,7.1385,-0.102,-0.122,-0.137,-0.1274,-0.137,-0.148,-0.1281,-0.133,-0.1194,-0.0944,-0.0424,0.0154,0.2078,0.3908,0.511,0.6368,0.7268,4.3492293,4.823162,5.1133523,5.4116,5.8767,6.179,#N/A,6.44,6.8163,6.8803,7.5797,7.653,0.045,0.05,0.0525,#N/A,0.055,0.07,0.1839,0.3457,0.7031,1.0093,1.234,1.8015,1.8891
2021-08-31,0.001,0.006,0.24,0.456,0.599,0.849,1.088,1.158,1.555,1.825,2.022,7.0999484,7.2898116,7.569937,7.952776,9.088842,9.604273,#N/A,10.148917,10.361524,10.637149,0.21,0.17,0.27,0.4289,0.53,0.7546,0.8269,0.9104,0.9962,1.054,1.1499,1.2098,1.6125,1.7786,-0.7932,-0.7932,-0.723,#N/A,-0.739,-0.691,-0.637,-0.526,-0.333,-0.109,-0.095,1.6508287,1.776108,2.051312,2.291602,2.3821,2.527,2.656,2.6637,2.8589,2.8678,#N/A,3.434,-0.656,-0.655,-0.672,-0.697,-0.726,-0.758,-0.743,-0.688,-0.645,-0.58,-0.55,-0.486,-0.4,-0.161,-0.191,-0.093,0.067,0.034980774,0.03913529,0.023706703,0.081,0.128,0.208,0.226,0.299,0.37,0.438,0.535,0.614,0.592,0.7,0.898,1.02,1.058,1.025,0.837,3.2958,3.449,#N/A,4.0485,5.754,5.92,6.259,6.428,7.01,7.065,-0.112,-0.128,-0.1327,-0.1282,-0.1367,-0.1307,-0.1162,-0.1187,-0.1055,-0.0905,-0.0445,0.0172,0.2122,0.3972,0.518,0.6462,0.7292,4.390924,4.7628756,5.0530505,5.2486,5.7726,6.1243,#N/A,6.494,6.9053,6.9726,7.5616,7.6256,0.035,0.05,0.0425,#N/A,0.0575,0.07,0.2034,0.3936,0.7724,1.075,1.2987,1.851,1.9297
2021-09-30,0.022,0.029,0.315,0.577,0.778,1.133,1.417,1.491,1.912,2.193,2.371,7.7273355,7.931942,8.233821,8.542408,9.766694,10.333149,#N/A,10.814944,11.103391,11.328939,#N/A,#N/A,#N/A,0.5259,#N/A,0.9522,1.107,1.1446,1.24,1.3027,1.4026,1.5077,1.8572,1.9898,-0.7888,-0.7888,-0.755,#N/A,-0.674,-0.595,-0.52,-0.396,-0.188,0.015,0.041,1.9068335,1.9495306,2.0125265,2.153917,2.4087,2.5254,2.684,2.6876,2.8379,2.8858,#N/A,3.4443,-0.646,-0.754,-0.721,-0.727,-0.686,-0.699,-0.63,-0.546,-0.464,-0.387,-0.35,-0.277,-0.186,0.068,0.036,0.127,0.283,0.022727165,0.022342103,0.02249657,0.155,0.425,0.516,0.487,0.648,0.673,0.76,0.879,0.975,0.948,1.065,1.265,1.385,1.422,1.394,1.196,3.3439,3.5669,#N/A,4.4675,5.658,5.8885,6.1715,6.344,6.862,6.892,-0.136,-0.113,-0.118,-0.1246,-0.118,-0.108,-0.085,-0.076,-0.0441,-0.0239,0.0121,0.067,0.2629,0.4539,0.559,0.6799,0.7625,4.690296,5.139403,5.429934,5.5155,6.2465,6.5657,6.9234,7.1206,7.2858,7.3667,7.8393,7.916,0.05,0.05,0.0375,#N/A,0.0525,0.0775,0.2893,0.5244,0.9906,1.3227,1.5281,2.0342,2.091
2021-10-29,0.303,0.601,1.209,1.454,1.554,1.783,1.974,2.079,2.387,2.649,2.773,12.235026,12.260045,12.296956,12.398259,12.547957,12.43332,#N/A,12.362947,12.403084,12.355807,0.17,0.14,0.72,1.0588,1.14,1.342,1.4717,1.5009,1.5283,1.5493,1.6057,1.6724,1.8834,1.944,-0.7914,-0.7914,-0.647,#N/A,-0.455,-0.34,-0.261,-0.178,-0.023,0.036,0.039,2.1039474,2.1436365,2.2021942,2.316707,2.5633,2.6693,2.7944,2.8222,2.9476,2.9908,#N/A,3.5293,-0.634,-0.837,-0.737,-0.683,-0.636,-0.546,-0.459,-0.371,-0.317,-0.246,-0.215,-0.16,-0.085,0.029,-0.033,0.021,0.136,0.027376067,0.057775732,0.07815618,0.541,0.679,0.712,0.726,0.812,0.787,0.818,0.905,0.978,1.028,1.047,1.135,1.164,1.147,1.092,0.849,3.561,3.8322,#N/A,4.608,5.781,5.981,6.361,6.4745,7.0515,7.0265,-0.103,-0.108,-0.1113,-0.1014,-0.0983,-0.0903,-0.0748,-0.0673,-0.0333,-0.0063,0.0377,0.091,0.2863,0.4713,0.569,0.6753,0.7123,4.9311843,5.4389415,5.7988715,6.0941,6.9144,7.0907,7.2127,7.3845,7.4406,7.4891,7.9106,7.9305,0.06,0.08,0.0575,#N/A,0.065,0.1275,0.4931,0.7549,1.1831,1.4492,1.5549,1.9987,1.9432
2021-11-30,0.18,0.324,0.872,1.174,1.291,1.494,1.663,1.699,1.999,2.223,2.313,10.191104,10.474619,11.065675,11.949857,11.875977,11.643087,#N/A,11.59077,11.574372,11.587015,0.06,0.06,0.69,0.9657,1.07,1.271,1.3912,1.4118,1.421,1.4119,1.4598,1.5569,1.8399,1.8771,-0.8082,-0.8082,-0.737,#N/A,-0.652,-0.573,-0.458,-0.354,-0.235,-0.136,-0.135,2.120796,2.1501362,2.215282,2.267498,2.4648,2.5595,2.6669,2.6937,2.877,2.88,#N/A,3.4013,-1.041,-0.96,-0.891,-0.82,-0.802,-0.777,-0.724,-0.642,-0.598,-0.526,-0.504,-0.454,-0.354,-0.178,-0.234,-0.168,-0.042,-0.006636297,0.03255728,0.062320232,0.283,0.437,0.499,0.482,0.578,0.527,0.567,0.648,0.712,0.786,0.797,0.948,0.97,0.938,0.84,0.555,3.53,3.8301,#N/A,4.525,5.639,5.92,6.2865,6.386,6.894,6.907,-0.154,-0.139,-0.1496,-0.127,-0.1256,-0.1106,-0.0863,-0.0826,-0.0672,-0.0502,-0.0012,0.0672,0.2689,0.4659,0.566,0.6769,0.7309,5.0951266,5.493384,5.852951,6.3035,6.7858,7.1217,7.1988,7.2988,7.3941,7.482,7.9181,7.9739,0.085,0.05,0.05,#N/A,0.0975,0.21,0.5197,0.8082,1.1468,1.3614,1.4367,1.8482,1.7828
2021-12-31,0.267,0.593,0.908,1.227,1.331,1.524,1.65,1.671,2.015,2.27,2.386,12.605476,12.48495,12.299053,11.921131,11.175501,10.782145,#N/A,10.823912,10.914431,10.970291,0.05,0.16,0.76,0.961,1.02,1.1761,1.2597,1.2534,1.2789,1.3006,1.3522,1.4293,1.6546,1.6815,-0.7754,-0.7754,-0.695,-0.582,#N/A,-0.415,-0.347,-0.245,-0.111,0.013,-0.021,2.3124626,2.2814546,2.213132,2.127466,2.388,2.4446,2.5421,2.5864,2.8221,2.7893,#N/A,3.3524,-0.806,-0.776,-0.735,-0.841,-0.678,-0.651,-0.551,-0.46,-0.421,-0.356,-0.324,-0.262,-0.181,0.017,-0.012,0.065,0.191,0.035799902,0.08574672,0.11155894,0.505,0.667,0.749,0.735,0.813,0.756,0.784,0.849,0.911,0.966,0.991,1.141,1.193,1.197,1.117,0.866,3.657,3.9699,#N/A,4.995,5.797,6.2765,6.454,6.6265,7.0215,7.04,-0.123,-0.11,-0.0966,-0.1022,-0.0966,-0.0966,-0.0853,-0.0716,-0.0581,-0.0442,-0.0002,0.0672,0.2829,0.4729,0.587,0.6879,0.7429,5.49,5.87,6.3,6.6011,7.1966,7.2637,7.333,7.3931,7.4371,7.558,7.9929,8.0655,0.025,0.05,0.05,#N/A,0.185,0.38,0.7262,0.955,1.2646,1.4363,1.5119,1.9354,1.9046
2022-01-31,0.595,0.895,1.164,1.48,1.605,1.77,1.86,1.886,2.149,2.367,2.47,12.709752,12.636477,12.525965,12.340976,11.902529,11.353623,#N/A,11.326261,11.553537,11.508811,0.15,0.3,0.97,1.2515,1.42,1.5338,1.6173,1.6118,1.624,1.6361,1.6724,1.7532,2.0309,2.0219,-0.7,-0.7,-0.692,-0.413,-0.275,-0.211,-0.127,-0.028,0.087,0.152,0.14,2.0247223,2.038529,2.0593517,2.1354,2.199,2.3893,2.3914,2.4506,2.6632,2.7152,#N/A,3.2957,-0.627,-0.659,-0.673,-0.683,-0.671,-0.475,-0.336,-0.229,-0.228,-0.175,-0.123,-0.06,0.013,0.153,0.097,0.152,0.285,0.23024462,0.28965005,0.40507826,0.909,1.014,1.05,1.034,1.105,1.073,1.119,1.179,1.229,1.286,1.311,1.444,1.489,1.487,1.418,1.183,3.708,4.1789,#N/A,5.0085,6.235,6.557,6.675,6.9355,7.2335,7.222,-0.096,-0.092,-0.109,-0.0554,-0.054,-0.043,-0.0182,0.003,0.0283,0.0593,0.1123,0.1756,0.3871,0.5701,0.679,0.7721,0.8261,5.5009594,6.010511,6.4405475,7.2193,7.5139,7.4711,7.4738,7.5074,7.5556,7.6536,7.9689,7.9784,0.0325,0.13,0.1875,#N/A,0.46,0.7675,1.1647,1.3685,1.6111,1.7429,1.7804,2.1634,2.101
2022-02-28,0.59,1.094,1.404,1.682,1.835,2.008,2.108,2.133,2.347,2.538,2.63,12.926154,12.849509,12.733913,12.579367,12.120754,11.492754,#N/A,11.394514,11.677147,11.713506,0.22,0.4,1.24,1.4666,1.52,1.5958,1.6607,1.6571,1.6815,1.7165,1.7707,1.8484,2.1653,2.1321,-0.7,-0.7,-0.561,-0.418,-0.227,-0.147,-0.045,0.102,0.258,0.362,0.341,1.3672608,1.4787042,1.736303,2.204,2.2552,2.4367,2.5088,2.4957,2.7954,2.8045,#N/A,3.374,-0.705,-0.725,-0.723,-0.685,-0.515,-0.353,-0.233,-0.127,-0.091,-0.034,0.021,0.087,0.16,0.312,0.28,0.305,0.446,0.48942792,0.71690845,0.8793273,0.848,1.074,1.14,1.063,1.123,1.086,1.155,1.253,1.317,1.399,1.432,1.624,1.68,1.668,1.591,1.414,3.6954,4.19,#N/A,4.854,6.302,6.624,6.774,6.929,7.0545,7.1115,-0.082,-0.081,-0.0854,-0.0296,-0.0154,-0.0104,0.0143,0.0236,0.0467,0.0797,0.1227,0.1848,0.4419,0.6639,0.779,0.8949,0.9469,5.9457226,6.322029,6.8848805,7.3184,7.6753,7.8027,7.797,7.805,7.8579,7.8931,8.1845,8.2061,0.06,0.2,0.3125,#N/A,0.66,0.9925,1.4283,1.6069,1.7128,1.8141,1.8353,2.2576,2.1854
2022-03-31,1.012,1.796,2.333,2.506,2.6,2.729,2.804,2.826,3.017,3.169,3.243,13.236692,13.138607,12.990676,12.841136,12.254233,11.647812,#N/A,11.534182,11.639216,11.761558,0.34,0.6,1.94,2.279,2.28,2.35,2.3884,2.3606,2.3559,2.3429,2.3596,2.3796,2.434,2.3458,-0.7,-0.7,#N/A,-0.104,0.06,0.143,0.254,0.405,0.59,0.765,0.61,2.2424784,2.2492511,2.2594662,2.29,2.3212,2.5078,2.5597,2.6606,2.8253,2.8065,#N/A,3.3779,-0.675,-0.728,-0.631,-0.657,-0.076,0.144,0.278,0.38,0.4,0.432,0.449,0.481,0.551,0.644,0.586,0.566,0.664,0.434831,0.5779637,0.71237767,1.109,1.366,1.363,1.379,1.421,1.453,1.526,1.535,1.61,1.634,1.753,1.842,1.852,1.834,1.79,1.588,3.7992,4.2669,#N/A,5.0005,6.33,6.704,6.811,7.0015,7.1605,7.1495,-0.101,-0.079,-0.076,-0.0393,-0.033,-0.009,0.0286,0.059,0.1065,0.1409,0.1839,0.2174,0.4605,0.7245,0.819,0.9335,0.9915,6.52,6.94,7.46,8.2026,8.3672,8.3808,8.3659,8.3629,8.2986,8.2547,8.3968,8.3999,0.1275,0.35,0.515,#N/A,1.0025,1.5575,2.2862,2.4643,2.4215,2.4043,2.3235,2.5979,2.4533
2022-04-29,1.83,2.452,2.713,2.836,2.903,3.029,3.105,3.123,3.292,3.421,3.462,13.675624,13.578807,13.432789,13.043934,12.463033,12.250518,#N/A,12.253273,12.362433,12.502228,0.86,1.39,2.4,2.599,2.67,2.6839,2.7094,2.6713,2.6987,2.742,2.8036,2.8273,2.8482,2.7396,-0.7,-0.7,#N/A,0.063,0.242,0.323,0.447,0.609,0.835,0.999,0.878,2.0599718,2.0777564,2.104579,2.1763,2.2591,2.4671,2.5546,2.6013,2.7917,2.8537,#N/A,3.3361,-0.698,-0.69,-0.532,-0.52,0.254,0.451,0.564,0.655,0.671,0.747,0.782,0.824,0.902,1.022,0.965,0.938,1.021,0.87639093,1.0521371,1.1649314,1.362,1.553,1.576,1.593,1.628,1.663,1.748,1.772,1.858,1.873,1.981,2.059,2.064,2.042,1.996,1.747,3.9799,4.3999,#N/A,5.591,6.8375,7.0575,7.139,7.2765,7.37,7.3705,-0.146,-0.106,-0.0961,-0.0637,-0.0511,-0.0311,-0.0038,0.0489,0.1156,0.1626,0.2026,0.214,0.4873,0.7383,0.871,0.9663,1.0593,6.685546,7.3155556,7.9193153,8.6693,9.0001,9.0284,9.0357,9.0126,9.0494,9.0942,9.2021,9.2097,0.3275,0.73,0.835,#N/A,1.365,1.99,2.6944,2.8609,2.9125,2.9385,2.8871,3.1462,2.9426
2022-05-31,2.004,2.483,2.843,3.044,3.071,3.221,3.32,3.342,3.566,3.693,3.689,13.659943,13.6193905,13.538942,13.420558,12.718882,12.459314,#N/A,12.597127,12.675898,12.796727,0.99,1.47,2.48,2.6467,2.67,2.6859,2.7376,2.7239,2.7624,2.8217,2.8836,2.9019,2.9741,2.8535,-0.69,-0.69,#N/A,0.062,0.153,0.252,0.42,0.611,0.89,0.985,0.96,0.9480075,1.1326041,1.549435,2.0407,2.1766,2.3866,2.4709,2.5971,2.7338,2.8099,#N/A,3.2883,-0.708,-0.61,-0.403,0.037,0.373,0.597,0.726,0.855,0.906,0.945,1,1.059,1.142,1.359,1.334,1.292,1.379,0.90976363,1.1198457,1.2299192,1.476,1.583,1.594,1.611,1.69,1.76,1.9,1.953,2.067,2.1,2.255,2.394,2.422,2.424,2.392,2.191,4.8869,5.4294,#N/A,6.425,7.2125,7.31,7.4335,7.5085,7.62,7.6035,-0.095,-0.108,-0.1077,-0.0688,-0.0497,-0.0287,0.0058,0.0483,0.1267,0.1657,0.1987,0.2423,0.5068,0.7558,0.909,1.0148,1.0968,7.017287,7.7310405,8.394563,8.7486,9.002,9.0686,8.8906,8.7518,8.6834,8.5951,8.7951,8.8031,0.7125,0.89,1.0525,#N/A,1.5425,1.9975,2.5363,2.7054,2.8071,2.8603,2.8405,3.2608,3.05
2022-06-30,2.376,2.631,3.121,3.309,3.341,3.515,3.626,3.659,3.807,3.864,3.845,14.374766,14.2732935,14.120253,13.817499,13.208664,12.886621,#N/A,13.079372,13.223433,13.278475,1.55,2.08,3.06,3.0936,3.14,3.087,3.105,3.0716,3.1097,3.142,3.1977,3.2188,3.2118,3.1268,-0.2,-0.2,#N/A,0.063,0.258,0.36,0.531,0.726,1.036,1.195,1.33,1.780143,1.8228714,1.8873144,2.0155,2.3153,2.4277,2.5229,2.6428,2.7922,2.8388,#N/A,3.3122,-0.563,-0.465,-0.158,0.306,0.561,0.79,0.92,1.115,1.125,1.163,1.225,1.294,1.378,1.635,1.623,1.61,1.643,1.0400968,1.5398699,1.5383418,1.629,1.915,1.911,1.917,1.964,2,2.12,2.161,2.276,2.305,2.489,2.642,2.663,2.671,2.631,2.406,5.0875,5.7899,#N/A,6.481,7.246,7.352,7.4245,7.5185,7.6475,7.664,-0.15,-0.129,-0.1155,-0.0586,-0.0555,-0.0185,0.0139,0.0925,0.1698,0.2278,0.2448,0.2237,0.6168,0.8988,1.083,1.2468,1.3528,7.559058,8.233644,8.96308,9.2678,9.3596,9.3465,9.3221,9.1477,9.0482,9.026,9.0868,9.083,1.0225,1.68,1.64,#N/A,2.42,2.6725,2.931,2.9776,3.0008,3.0354,2.975,3.3819,3.1209
2022-07-29,2.307,2.43,2.662,2.762,2.778,2.916,3.039,3.059,3.276,3.429,3.425,14.425499,14.307286,14.129,13.8325,13.123227,12.839322,12.974702,#N/A,13.103157,13.173126,2.32,2.65,3.16,2.973,2.87,2.8349,2.6155,2.5973,2.5853,2.5645,2.5953,2.6074,2.8088,2.774,-0.19,-0.19,#N/A,-0.004,-0.036,0.002,0.131,0.233,0.452,0.752,0.759,1.5123672,1.5677506,1.683057,1.7911,2.1857,2.2859,2.4706,2.529,2.7413,2.7728,#N/A,3.2704,-0.233,-0.025,0.137,0.187,0.197,0.299,0.441,0.556,0.588,0.619,0.682,0.721,0.849,1.076,1.051,1.07,1.09,1.6096829,1.8901461,1.8848283,1.77,1.707,1.608,1.609,1.62,1.62,1.746,1.765,1.873,1.886,2.12,2.339,2.434,2.46,2.417,2.246,5.6229,5.9788,#N/A,6.5915,7.0535,7.205,7.3035,7.416,7.526,7.617,-0.148,-0.216,-0.1466,-0.0795,-0.0916,-0.0806,-0.024,0.0004,0.0465,0.0885,0.1345,0.1793,0.5442,0.8382,1.047,1.1882,1.3392,8.064981,8.621226,9.34133,9.369,9.1423,8.923,8.7068,8.6225,8.6119,8.5892,8.7482,8.713,2.1075,2.28,2.33,#N/A,2.785,2.8375,2.904,2.8221,2.6991,2.6876,2.6415,3.1814,2.9838
2022-08-31,2.749,2.978,3.207,3.31,3.32,3.456,3.578,3.598,3.798,3.88,3.815,14.455882,14.27814,14.015898,13.6575,12.591048,12.095919,12.14503,#N/A,12.323634,12.428263,2.85,3.22,3.74,3.6221,3.59,3.5212,3.2512,3.2023,3.1606,3.101,3.1008,3.0746,3.0702,2.9835,-0.2,-0.2,#N/A,0.61,0.576,0.608,0.689,0.671,0.815,0.902,0.888,1.461583,1.5072848,1.612174,1.74853,2.065057,2.226184,2.354151,2.396798,2.615128,2.657505,#N/A,3.134255,-0.135,0.044,0.054,0.453,0.98,1.171,1.307,1.39,1.376,1.375,1.406,1.433,1.543,1.676,1.607,1.594,1.613,1.9896823,2.1991704,2.4908085,2.781,3,2.821,2.805,2.766,2.715,2.778,2.733,2.814,2.815,3.034,3.197,3.208,3.182,3.093,2.846,5.5998,6.089,#N/A,6.612,6.9895,7.0925,7.178,7.2635,7.415,7.3945,-0.113,-0.203,-0.1418,-0.0859,-0.0928,-0.0648,0.0097,0.0622,0.1389,0.1899,0.2179,0.2212,0.575,0.854,1.058,1.192,1.317,8.351421,9.203763,9.753988,9.9891,9.6828,9.5184,9.3107,9.1412,9.087,9.0899,9.0857,9.0283,2.145,2.72,2.8625,#N/A,3.24,3.355,3.4377,3.4612,3.2804,3.2431,3.1325,3.5173,3.2479
2022-09-30,3.161,3.306,3.519,3.644,3.656,3.775,3.888,3.889,4.065,4.138,4.08,14.406025,14.181724,13.850788,13.512499,12.166695,11.705441,11.943945,#N/A,12.106927,12.206095,#N/A,#N/A,#N/A,3.7884,#N/A,3.6283,3.3248,3.2481,3.2103,3.207,3.212,3.1667,3.2232,3.0912,0.44,0.44,#N/A,0.761,0.726,0.813,0.938,1.051,1.209,1.11,0.938,1.6163635,1.6542003,1.710025,1.8347,2.0611,2.3196,2.4763,2.5171,2.7221,2.7806,#N/A,3.1927,0.454,0.737,1.198,1.495,1.812,1.77,1.898,1.997,1.973,2.003,2.007,2.055,2.129,2.254,2.181,2.101,2.097,2.4901006,3.4652507,3.6819108,3.891,4.225,4.428,4.489,4.447,4.382,4.355,4.208,4.211,4.14,4.243,4.32,4.225,4.074,3.958,3.4,6.1776,6.64,#N/A,7.0635,7.2715,7.344,7.351,7.38,7.4545,7.51,-0.247,-0.23,-0.1401,-0.0522,-0.0421,-0.0081,0.0675,0.1209,0.2,0.26,0.291,0.2444,0.71,1.016,1.233,1.403,1.596,9.2812805,9.790384,10.483242,10.5865,10.3173,9.9756,9.7369,9.7146,9.6432,9.6505,9.6205,9.6301,2.63,3.2,3.23,#N/A,3.7875,3.825,4.2003,4.2103,4.0395,3.9381,3.7964,4.0663,3.7657
2022-10-31,3.149,3.233,3.296,3.365,3.452,3.611,3.73,3.755,3.978,4.109,4.073,14.175017,13.997396,13.742424,13.037669,11.989131,11.880497,11.803679,#N/A,11.945959,12.060003,3.57,3.93,4.16,3.9302,3.88,3.8146,3.4464,3.3158,3.2826,3.2778,3.296,3.2682,3.4212,3.3026,0.47,0.47,#N/A,0.532,0.59,0.685,0.844,0.999,1.128,1.166,0.933,1.486027,1.5328869,1.635676,1.743,2.003,2.1686,2.3459,2.4033,2.6291,2.6554,3.173894,3.1261,0.65,0.986,1.498,1.669,1.955,1.893,1.989,2.008,1.971,2.088,2.03,2.059,2.131,2.309,2.298,2.214,2.121,2.2826366,3.005473,3.51922,3.007,3.269,3.345,3.433,3.614,3.638,3.675,3.543,3.566,3.519,3.657,3.863,3.832,3.746,3.61,3.185,6.3994,6.7195,#N/A,7.122,7.3685,7.432,7.4445,7.4305,7.504,7.411,-0.131,-0.141,-0.1164,-0.0488,-0.0434,-0.0054,0.0719,0.1236,0.1828,0.2348,0.2618,0.2383,0.7234,1.0404,1.267,1.4054,1.6274,9.003754,10.10812,10.578498,10.6297,10.2227,9.9092,9.859,9.8056,9.8208,9.8257,9.9854,9.9568,3.575,4,3.99,4.33,4.39,4.6782,4.4865,4.4606,4.2423,4.1662,4.0728,4.4471,4.2014
